Adaptive Rate Log (interval=1s)
Time,Dist(km),Elev,BF(dB),SNR,Rate(Mbps),Status
407.00s,   1358.05,   59.32°,  10.87,   24.06 dB,    1999.68,  [OK   >=40.00°]
408.00s,   1357.64,   59.35°,  10.87,   24.07 dB,    2000.03,  [OK   >=40.00°]
409.00s,   1357.27,   59.38°,  10.87,   24.07 dB,    2000.35,  [OK   >=40.00°]
410.00s,   1356.96,   59.41°,  10.87,   24.07 dB,    2000.62,  [OK   >=40.00°]
411.00s,   1356.69,   59.44°,  10.87,   24.08 dB,    2000.84,  [OK   >=40.00°]
412.00s,   1356.48,   59.46°,  10.87,   24.08 dB,    2001.03,  [OK   >=40.00°]
413.00s,   1356.31,   59.47°,  10.87,   24.08 dB,    2001.17,  [OK   >=40.00°]
414.00s,   1356.20,   59.48°,  10.88,   24.08 dB,    2001.27,  [OK   >=40.00°]
415.00s,   1356.13,   59.49°,  10.88,   24.08 dB,    2001.33,  [OK   >=40.00°]
416.00s,   1356.11,   59.49°,  10.88,   24.08 dB,    2001.35,  [OK   >=40.00°]
417.00s,   1356.14,   59.49°,  10.88,   24.08 dB,    2001.32,  [OK   >=40.00°]
418.00s,   1356.22,   59.48°,  10.88,   24.08 dB,    2001.25,  [OK   >=40.00°]
419.00s,   1356.36,   59.47°,  10.87,   24.08 dB,    2001.14,  [OK   >=40.00°]
420.00s,   1356.54,   59.45°,  10.87,   24.08 dB,    2000.98,  [OK   >=40.00°]
421.00s,   1356.76,   59.43°,  10.87,   24.07 dB,    2000.78,  [OK   >=40.00°]
422.00s,   1357.04,   59.41°,  10.87,   24.07 dB,    2000.54,  [OK   >=40.00°]
423.00s,   1357.37,   59.38°,  10.87,   24.07 dB,    2000.26,  [OK   >=40.00°]
424.00s,   1357.75,   59.34°,  10.87,   24.06 dB,    1999.94,  [OK   >=40.00°]
425.00s,   1358.18,   59.30°,  10.87,   24.06 dB,    1999.57,  [OK   >=40.00°]
426.00s,   1358.65,   59.26°,  10.87,   24.06 dB,    1999.16,  [OK   >=40.00°]
427.00s,   1359.18,   59.22°,  10.86,   24.05 dB,    1998.71,  [OK   >=40.00°]
428.00s,   1359.75,   59.17°,  10.86,   24.04 dB,    1998.22,  [OK   >=40.00°]
429.00s,   1360.37,   59.11°,  10.86,   24.04 dB,    1997.68,  [OK   >=40.00°]
430.00s,   1361.05,   59.05°,  10.86,   24.03 dB,    1997.11,  [OK   >=40.00°]
431.00s,   1361.77,   58.99°,  10.85,   24.02 dB,    1996.49,  [OK   >=40.00°]
432.00s,   1362.54,   58.92°,  10.85,   24.01 dB,    1995.83,  [OK   >=40.00°]
433.00s,   1363.36,   58.85°,  10.85,   24.01 dB,    1995.13,  [OK   >=40.00°]
434.00s,   1364.22,   58.77°,  10.84,   24.00 dB,    1994.39,  [OK   >=40.00°]
435.00s,   1365.14,   58.70°,  10.84,   23.99 dB,    1993.60,  [OK   >=40.00°]
436.00s,   1366.10,   58.61°,  10.84,   23.98 dB,    1992.78,  [OK   >=40.00°]
437.00s,   1367.12,   58.53°,  10.83,   23.97 dB,    1991.91,  [OK   >=40.00°]
438.00s,   1368.18,   58.43°,  10.83,   23.96 dB,    1991.01,  [OK   >=40.00°]
439.00s,   1369.28,   58.34°,  10.82,   23.95 dB,    1990.06,  [OK   >=40.00°]
440.00s,   1370.44,   58.24°,  10.82,   23.93 dB,    1989.07,  [OK   >=40.00°]
441.00s,   1371.65,   58.14°,  10.81,   23.92 dB,    1988.05,  [OK   >=40.00°]
442.00s,   1372.90,   58.04°,  10.81,   23.91 dB,    1986.98,  [OK   >=40.00°]
443.00s,   1374.20,   57.93°,  10.80,   23.89 dB,    1985.87,  [OK   >=40.00°]
444.00s,   1375.55,   57.81°,  10.80,   23.88 dB,    1984.73,  [OK   >=40.00°]
445.00s,   1376.94,   57.70°,  10.79,   23.87 dB,    1983.54,  [OK   >=40.00°]
446.00s,   1378.38,   57.58°,  10.79,   23.85 dB,    1982.32,  [OK   >=40.00°]
447.00s,   1379.87,   57.46°,  10.78,   23.84 dB,    1981.05,  [OK   >=40.00°]
448.00s,   1381.41,   57.33°,  10.78,   23.82 dB,    1979.75,  [OK   >=40.00°]
449.00s,   1382.99,   57.20°,  10.77,   23.80 dB,    1978.41,  [OK   >=40.00°]
450.00s,   1384.62,   57.07°,  10.76,   23.79 dB,    1977.03,  [OK   >=40.00°]
451.00s,   1386.30,   56.94°,  10.76,   23.77 dB,    1975.62,  [OK   >=40.00°]
452.00s,   1388.02,   56.80°,  10.75,   23.75 dB,    1974.17,  [OK   >=40.00°]
453.00s,   1389.79,   56.66°,  10.74,   23.74 dB,    1972.68,  [OK   >=40.00°]
454.00s,   1391.60,   56.52°,  10.73,   23.72 dB,    1971.15,  [OK   >=40.00°]
455.00s,   1393.46,   56.37°,  10.73,   23.70 dB,    1969.58,  [OK   >=40.00°]
456.00s,   1395.36,   56.22°,  10.72,   23.68 dB,    1967.98,  [OK   >=40.00°]
457.00s,   1397.31,   56.07°,  10.71,   23.66 dB,    1966.34,  [OK   >=40.00°]
458.00s,   1399.31,   55.92°,  10.70,   23.64 dB,    1964.67,  [OK   >=40.00°]
459.00s,   1401.35,   55.76°,  10.70,   23.62 dB,    1962.96,  [OK   >=40.00°]
460.00s,   1403.44,   55.61°,  10.69,   23.60 dB,    1961.22,  [OK   >=40.00°]
461.00s,   1405.56,   55.45°,  10.68,   23.57 dB,    1959.44,  [OK   >=40.00°]
462.00s,   1407.74,   55.28°,  10.67,   23.55 dB,    1957.63,  [OK   >=40.00°]
463.00s,   1409.96,   55.12°,  10.66,   23.53 dB,    1955.78,  [OK   >=40.00°]
464.00s,   1412.22,   54.95°,  10.65,   23.51 dB,    1953.90,  [OK   >=40.00°]
465.00s,   1414.52,   54.78°,  10.64,   23.48 dB,    1951.98,  [OK   >=40.00°]
466.00s,   1416.87,   54.61°,  10.64,   23.46 dB,    1950.03,  [OK   >=40.00°]
467.00s,   1419.27,   54.44°,  10.63,   23.44 dB,    1948.05,  [OK   >=40.00°]
468.00s,   1421.70,   54.26°,  10.62,   23.41 dB,    1946.03,  [OK   >=40.00°]
469.00s,   1424.18,   54.09°,  10.61,   23.39 dB,    1943.98,  [OK   >=40.00°]
470.00s,   1426.70,   53.91°,  10.60,   23.36 dB,    1941.90,  [OK   >=40.00°]
471.00s,   1429.26,   53.73°,  10.59,   23.34 dB,    1939.79,  [OK   >=40.00°]
472.00s,   1431.87,   53.55°,  10.58,   23.31 dB,    1937.65,  [OK   >=40.00°]
473.00s,   1434.51,   53.37°,  10.57,   23.29 dB,    1935.47,  [OK   >=40.00°]
474.00s,   1437.20,   53.18°,  10.56,   23.26 dB,    1933.27,  [OK   >=40.00°]
475.00s,   1439.93,   53.00°,  10.55,   23.23 dB,    1931.03,  [OK   >=40.00°]
476.00s,   1442.70,   52.81°,  10.54,   23.20 dB,    1928.77,  [OK   >=40.00°]
477.00s,   1445.52,   52.62°,  10.52,   23.18 dB,    1926.47,  [OK   >=40.00°]
478.00s,   1448.37,   52.43°,  10.51,   23.15 dB,    1924.14,  [OK   >=40.00°]
479.00s,   1451.26,   52.24°,  10.50,   23.12 dB,    1921.79,  [OK   >=40.00°]
480.00s,   1454.20,   52.05°,  10.49,   23.09 dB,    1919.41,  [OK   >=40.00°]
481.00s,   1457.17,   51.86°,  10.48,   23.06 dB,    1916.99,  [OK   >=40.00°]
482.00s,   1460.18,   51.66°,  10.47,   23.03 dB,    1914.55,  [OK   >=40.00°]
483.00s,   1463.23,   51.47°,  10.46,   23.00 dB,    1912.09,  [OK   >=40.00°]
484.00s,   1466.33,   51.27°,  10.44,   22.97 dB,    1909.59,  [OK   >=40.00°]
485.00s,   1469.46,   51.08°,  10.43,   22.94 dB,    1907.07,  [OK   >=40.00°]
486.00s,   1472.63,   50.88°,  10.42,   22.91 dB,    1904.52,  [OK   >=40.00°]
487.00s,   1475.83,   50.68°,  10.41,   22.88 dB,    1901.94,  [OK   >=40.00°]
488.00s,   1479.08,   50.48°,  10.40,   22.85 dB,    1899.34,  [OK   >=40.00°]
489.00s,   1482.36,   50.28°,  10.38,   22.82 dB,    1896.72,  [OK   >=40.00°]
490.00s,   1485.68,   50.08°,  10.37,   22.78 dB,    1894.06,  [OK   >=40.00°]
491.00s,   1489.04,   49.88°,  10.36,   22.75 dB,    1891.38,  [OK   >=40.00°]
492.00s,   1492.44,   49.68°,  10.34,   22.72 dB,    1888.68,  [OK   >=40.00°]
493.00s,   1495.87,   49.48°,  10.33,   22.69 dB,    1885.96,  [OK   >=40.00°]
494.00s,   1499.34,   49.27°,  10.32,   22.65 dB,    1883.21,  [OK   >=40.00°]
495.00s,   1502.85,   49.07°,  10.31,   22.62 dB,    1880.43,  [OK   >=40.00°]
496.00s,   1506.39,   48.87°,  10.29,   22.59 dB,    1877.63,  [OK   >=40.00°]
497.00s,   1509.97,   48.66°,  10.28,   22.55 dB,    1874.81,  [OK   >=40.00°]
498.00s,   1513.58,   48.46°,  10.26,   22.52 dB,    1871.97,  [OK   >=40.00°]
499.00s,   1517.23,   48.25°,  10.25,   22.48 dB,    1869.10,  [OK   >=40.00°]
500.00s,   1520.91,   48.05°,  10.24,   22.45 dB,    1866.22,  [OK   >=40.00°]
501.00s,   1524.63,   47.84°,  10.22,   22.41 dB,    1863.31,  [OK   >=40.00°]
502.00s,   1528.39,   47.64°,  10.21,   22.38 dB,    1860.38,  [OK   >=40.00°]
503.00s,   1532.17,   47.43°,  10.19,   22.34 dB,    1857.43,  [OK   >=40.00°]
504.00s,   1535.99,   47.23°,  10.18,   22.30 dB,    1854.45,  [OK   >=40.00°]
505.00s,   1539.85,   47.02°,  10.17,   22.27 dB,    1851.46,  [OK   >=40.00°]
506.00s,   1543.74,   46.82°,  10.15,   22.23 dB,    1848.45,  [OK   >=40.00°]
507.00s,   1547.66,   46.61°,  10.14,   22.19 dB,    1845.42,  [OK   >=40.00°]
508.00s,   1551.62,   46.40°,  10.12,   22.16 dB,    1842.36,  [OK   >=40.00°]
509.00s,   1555.60,   46.20°,  10.11,   22.12 dB,    1839.29,  [OK   >=40.00°]
510.00s,   1559.62,   45.99°,  10.09,   22.08 dB,    1836.20,  [OK   >=40.00°]
511.00s,   1563.68,   45.79°,  10.08,   22.05 dB,    1833.10,  [OK   >=40.00°]
512.00s,   1567.76,   45.58°,  10.06,   22.01 dB,    1829.97,  [OK   >=40.00°]
513.00s,   1571.88,   45.38°,  10.05,   21.97 dB,    1826.83,  [OK   >=40.00°]
514.00s,   1576.02,   45.17°,  10.03,   21.93 dB,    1823.66,  [OK   >=40.00°]
515.00s,   1580.20,   44.96°,  10.02,   21.89 dB,    1820.48,  [OK   >=40.00°]
516.00s,   1584.41,   44.76°,  10.00,   21.85 dB,    1817.29,  [OK   >=40.00°]
517.00s,   1588.65,   44.55°,   9.98,   21.82 dB,    1814.08,  [OK   >=40.00°]
518.00s,   1592.92,   44.35°,   9.97,   21.78 dB,    1810.85,  [OK   >=40.00°]
519.00s,   1597.23,   44.15°,   9.95,   21.74 dB,    1807.60,  [OK   >=40.00°]
520.00s,   1601.56,   43.94°,   9.94,   21.70 dB,    1804.34,  [OK   >=40.00°]
521.00s,   1605.92,   43.74°,   9.92,   21.66 dB,    1801.07,  [OK   >=40.00°]
522.00s,   1610.31,   43.53°,   9.90,   21.62 dB,    1797.77,  [OK   >=40.00°]
523.00s,   1614.73,   43.33°,   9.89,   21.58 dB,    1794.47,  [OK   >=40.00°]
524.00s,   1619.18,   43.13°,   9.87,   21.54 dB,    1791.15,  [OK   >=40.00°]
525.00s,   1623.65,   42.92°,   9.85,   21.50 dB,    1787.81,  [OK   >=40.00°]
526.00s,   1628.16,   42.72°,   9.84,   21.46 dB,    1784.46,  [OK   >=40.00°]
527.00s,   1632.69,   42.52°,   9.82,   21.42 dB,    1781.10,  [OK   >=40.00°]
528.00s,   1637.25,   42.32°,   9.80,   21.37 dB,    1777.72,  [OK   >=40.00°]
529.00s,   1641.84,   42.12°,   9.79,   21.33 dB,    1774.33,  [OK   >=40.00°]
530.00s,   1646.46,   41.92°,   9.77,   21.29 dB,    1770.92,  [OK   >=40.00°]
531.00s,   1651.11,   41.72°,   9.75,   21.25 dB,    1767.51,  [OK   >=40.00°]
532.00s,   1655.78,   41.52°,   9.74,   21.21 dB,    1764.08,  [OK   >=40.00°]
533.00s,   1660.47,   41.32°,   9.72,   21.17 dB,    1760.64,  [OK   >=40.00°]
534.00s,   1665.20,   41.12°,   9.70,   21.13 dB,    1757.18,  [OK   >=40.00°]
535.00s,   1669.95,   40.92°,   9.69,   21.08 dB,    1753.72,  [OK   >=40.00°]
536.00s,   1674.73,   40.72°,   9.67,   21.04 dB,    1750.24,  [OK   >=40.00°]
537.00s,   1679.53,   40.52°,   9.65,   21.00 dB,    1746.75,  [OK   >=40.00°]
538.00s,   1684.36,   40.33°,   9.63,   20.96 dB,    1743.25,  [OK   >=40.00°]
539.00s,   1689.21,   40.13°,   9.62,   20.91 dB,    1739.74,  [OK   >=40.00°]
540.00s,   1694.09,   39.93°,   9.60,   20.87 dB,       0.00,  [DOWN <40.00°]
540.00s,   1388.55,   56.76°,  10.75,   23.75 dB,    1973.72,  [OK   >=40.00°]
541.00s,   1387.19,   56.87°,  10.75,   23.76 dB,    1974.87,  [OK   >=40.00°]
542.00s,   1385.87,   56.97°,  10.76,   23.77 dB,    1975.98,  [OK   >=40.00°]
543.00s,   1384.60,   57.07°,  10.76,   23.79 dB,    1977.05,  [OK   >=40.00°]
544.00s,   1383.38,   57.17°,  10.77,   23.80 dB,    1978.08,  [OK   >=40.00°]
545.00s,   1382.21,   57.27°,  10.77,   23.81 dB,    1979.07,  [OK   >=40.00°]
546.00s,   1381.09,   57.36°,  10.78,   23.82 dB,    1980.03,  [OK   >=40.00°]
547.00s,   1380.01,   57.45°,  10.78,   23.83 dB,    1980.94,  [OK   >=40.00°]
548.00s,   1378.98,   57.53°,  10.78,   23.85 dB,    1981.81,  [OK   >=40.00°]
549.00s,   1378.00,   57.61°,  10.79,   23.86 dB,    1982.64,  [OK   >=40.00°]
550.00s,   1377.07,   57.69°,  10.79,   23.87 dB,    1983.43,  [OK   >=40.00°]
551.00s,   1376.19,   57.76°,  10.80,   23.87 dB,    1984.18,  [OK   >=40.00°]
552.00s,   1375.36,   57.83°,  10.80,   23.88 dB,    1984.89,  [OK   >=40.00°]
553.00s,   1374.57,   57.90°,  10.80,   23.89 dB,    1985.56,  [OK   >=40.00°]
554.00s,   1373.83,   57.96°,  10.81,   23.90 dB,    1986.18,  [OK   >=40.00°]
555.00s,   1373.15,   58.01°,  10.81,   23.91 dB,    1986.77,  [OK   >=40.00°]
556.00s,   1372.51,   58.07°,  10.81,   23.91 dB,    1987.31,  [OK   >=40.00°]
557.00s,   1371.92,   58.12°,  10.81,   23.92 dB,    1987.81,  [OK   >=40.00°]
558.00s,   1371.38,   58.16°,  10.81,   23.92 dB,    1988.28,  [OK   >=40.00°]
559.00s,   1370.89,   58.20°,  10.82,   23.93 dB,    1988.69,  [OK   >=40.00°]
560.00s,   1370.44,   58.24°,  10.82,   23.93 dB,    1989.07,  [OK   >=40.00°]
561.00s,   1370.05,   58.28°,  10.82,   23.94 dB,    1989.41,  [OK   >=40.00°]
562.00s,   1369.71,   58.30°,  10.82,   23.94 dB,    1989.70,  [OK   >=40.00°]
563.00s,   1369.41,   58.33°,  10.82,   23.94 dB,    1989.95,  [OK   >=40.00°]
564.00s,   1369.17,   58.35°,  10.82,   23.95 dB,    1990.16,  [OK   >=40.00°]
565.00s,   1368.97,   58.37°,  10.82,   23.95 dB,    1990.33,  [OK   >=40.00°]
566.00s,   1368.82,   58.38°,  10.82,   23.95 dB,    1990.45,  [OK   >=40.00°]
567.00s,   1368.73,   58.39°,  10.83,   23.95 dB,    1990.54,  [OK   >=40.00°]
568.00s,   1368.68,   58.39°,  10.83,   23.95 dB,    1990.58,  [OK   >=40.00°]
569.00s,   1368.68,   58.39°,  10.83,   23.95 dB,    1990.58,  [OK   >=40.00°]
570.00s,   1368.73,   58.39°,  10.83,   23.95 dB,    1990.53,  [OK   >=40.00°]
571.00s,   1368.83,   58.38°,  10.82,   23.95 dB,    1990.45,  [OK   >=40.00°]
572.00s,   1368.98,   58.37°,  10.82,   23.95 dB,    1990.32,  [OK   >=40.00°]
573.00s,   1369.18,   58.35°,  10.82,   23.95 dB,    1990.15,  [OK   >=40.00°]
574.00s,   1369.43,   58.33°,  10.82,   23.94 dB,    1989.94,  [OK   >=40.00°]
575.00s,   1369.73,   58.30°,  10.82,   23.94 dB,    1989.68,  [OK   >=40.00°]
576.00s,   1370.07,   58.27°,  10.82,   23.94 dB,    1989.39,  [OK   >=40.00°]
577.00s,   1370.47,   58.24°,  10.82,   23.93 dB,    1989.05,  [OK   >=40.00°]
578.00s,   1370.92,   58.20°,  10.82,   23.93 dB,    1988.67,  [OK   >=40.00°]
579.00s,   1371.41,   58.16°,  10.81,   23.92 dB,    1988.25,  [OK   >=40.00°]
580.00s,   1371.96,   58.11°,  10.81,   23.92 dB,    1987.78,  [OK   >=40.00°]
581.00s,   1372.55,   58.06°,  10.81,   23.91 dB,    1987.28,  [OK   >=40.00°]
582.00s,   1373.19,   58.01°,  10.81,   23.90 dB,    1986.73,  [OK   >=40.00°]
583.00s,   1373.88,   57.95°,  10.80,   23.90 dB,    1986.14,  [OK   >=40.00°]
584.00s,   1374.62,   57.89°,  10.80,   23.89 dB,    1985.51,  [OK   >=40.00°]
585.00s,   1375.41,   57.83°,  10.80,   23.88 dB,    1984.84,  [OK   >=40.00°]
586.00s,   1376.25,   57.76°,  10.80,   23.87 dB,    1984.13,  [OK   >=40.00°]
587.00s,   1377.13,   57.68°,  10.79,   23.86 dB,    1983.38,  [OK   >=40.00°]
588.00s,   1378.07,   57.61°,  10.79,   23.85 dB,    1982.58,  [OK   >=40.00°]
589.00s,   1379.05,   57.52°,  10.78,   23.84 dB,    1981.75,  [OK   >=40.00°]
590.00s,   1380.08,   57.44°,  10.78,   23.83 dB,    1980.88,  [OK   >=40.00°]
591.00s,   1381.16,   57.35°,  10.78,   23.82 dB,    1979.96,  [OK   >=40.00°]
592.00s,   1382.29,   57.26°,  10.77,   23.81 dB,    1979.01,  [OK   >=40.00°]
593.00s,   1383.47,   57.17°,  10.77,   23.80 dB,    1978.01,  [OK   >=40.00°]
594.00s,   1384.69,   57.07°,  10.76,   23.79 dB,    1976.98,  [OK   >=40.00°]
595.00s,   1385.96,   56.97°,  10.76,   23.77 dB,    1975.90,  [OK   >=40.00°]
596.00s,   1387.28,   56.86°,  10.75,   23.76 dB,    1974.79,  [OK   >=40.00°]
597.00s,   1388.64,   56.75°,  10.75,   23.75 dB,    1973.64,  [OK   >=40.00°]
598.00s,   1390.06,   56.64°,  10.74,   23.73 dB,    1972.45,  [OK   >=40.00°]
599.00s,   1391.52,   56.52°,  10.74,   23.72 dB,    1971.22,  [OK   >=40.00°]
600.00s,   1393.03,   56.41°,  10.73,   23.70 dB,    1969.95,  [OK   >=40.00°]
601.00s,   1394.58,   56.28°,  10.72,   23.69 dB,    1968.64,  [OK   >=40.00°]
602.00s,   1396.18,   56.16°,  10.72,   23.67 dB,    1967.30,  [OK   >=40.00°]
603.00s,   1397.83,   56.03°,  10.71,   23.65 dB,    1965.91,  [OK   >=40.00°]
604.00s,   1399.52,   55.90°,  10.70,   23.64 dB,    1964.49,  [OK   >=40.00°]
605.00s,   1401.26,   55.77°,  10.70,   23.62 dB,    1963.04,  [OK   >=40.00°]
606.00s,   1403.05,   55.64°,  10.69,   23.60 dB,    1961.54,  [OK   >=40.00°]
607.00s,   1404.88,   55.50°,  10.68,   23.58 dB,    1960.01,  [OK   >=40.00°]
608.00s,   1406.76,   55.36°,  10.68,   23.56 dB,    1958.44,  [OK   >=40.00°]
609.00s,   1408.68,   55.21°,  10.67,   23.54 dB,    1956.84,  [OK   >=40.00°]
610.00s,   1410.65,   55.07°,  10.66,   23.52 dB,    1955.20,  [OK   >=40.00°]
611.00s,   1412.66,   54.92°,  10.65,   23.50 dB,    1953.53,  [OK   >=40.00°]
612.00s,   1414.72,   54.77°,  10.64,   23.48 dB,    1951.82,  [OK   >=40.00°]
613.00s,   1416.82,   54.62°,  10.64,   23.46 dB,    1950.07,  [OK   >=40.00°]
614.00s,   1418.97,   54.46°,  10.63,   23.44 dB,    1948.29,  [OK   >=40.00°]
615.00s,   1421.16,   54.30°,  10.62,   23.42 dB,    1946.48,  [OK   >=40.00°]
616.00s,   1423.40,   54.14°,  10.61,   23.40 dB,    1944.63,  [OK   >=40.00°]
617.00s,   1425.68,   53.98°,  10.60,   23.37 dB,    1942.74,  [OK   >=40.00°]
618.00s,   1428.00,   53.82°,  10.59,   23.35 dB,    1940.83,  [OK   >=40.00°]
619.00s,   1430.37,   53.65°,  10.58,   23.33 dB,    1938.88,  [OK   >=40.00°]
620.00s,   1432.78,   53.49°,  10.57,   23.30 dB,    1936.90,  [OK   >=40.00°]
621.00s,   1435.23,   53.32°,  10.56,   23.28 dB,    1934.88,  [OK   >=40.00°]
622.00s,   1437.73,   53.15°,  10.55,   23.25 dB,    1932.84,  [OK   >=40.00°]
623.00s,   1440.27,   52.97°,  10.54,   23.23 dB,    1930.76,  [OK   >=40.00°]
624.00s,   1442.85,   52.80°,  10.53,   23.20 dB,    1928.65,  [OK   >=40.00°]
625.00s,   1445.47,   52.62°,  10.52,   23.18 dB,    1926.51,  [OK   >=40.00°]
626.00s,   1448.14,   52.45°,  10.51,   23.15 dB,    1924.33,  [OK   >=40.00°]
627.00s,   1450.84,   52.27°,  10.50,   23.12 dB,    1922.13,  [OK   >=40.00°]
628.00s,   1453.59,   52.09°,  10.49,   23.10 dB,    1919.90,  [OK   >=40.00°]
629.00s,   1456.38,   51.91°,  10.48,   23.07 dB,    1917.63,  [OK   >=40.00°]
630.00s,   1459.21,   51.73°,  10.47,   23.04 dB,    1915.34,  [OK   >=40.00°]
631.00s,   1462.08,   51.54°,  10.46,   23.01 dB,    1913.02,  [OK   >=40.00°]
632.00s,   1464.99,   51.36°,  10.45,   22.98 dB,    1910.67,  [OK   >=40.00°]
633.00s,   1467.94,   51.17°,  10.44,   22.96 dB,    1908.29,  [OK   >=40.00°]
634.00s,   1470.93,   50.98°,  10.43,   22.93 dB,    1905.88,  [OK   >=40.00°]
635.00s,   1473.96,   50.79°,  10.42,   22.90 dB,    1903.45,  [OK   >=40.00°]
636.00s,   1477.03,   50.61°,  10.40,   22.87 dB,    1900.98,  [OK   >=40.00°]
637.00s,   1480.14,   50.42°,  10.39,   22.84 dB,    1898.49,  [OK   >=40.00°]
638.00s,   1483.29,   50.22°,  10.38,   22.81 dB,    1895.97,  [OK   >=40.00°]
639.00s,   1486.48,   50.03°,  10.37,   22.78 dB,    1893.43,  [OK   >=40.00°]
640.00s,   1489.70,   49.84°,  10.36,   22.75 dB,    1890.86,  [OK   >=40.00°]
641.00s,   1492.97,   49.65°,  10.34,   22.71 dB,    1888.26,  [OK   >=40.00°]
642.00s,   1496.27,   49.45°,  10.33,   22.68 dB,    1885.64,  [OK   >=40.00°]
643.00s,   1499.61,   49.26°,  10.32,   22.65 dB,    1883.00,  [OK   >=40.00°]
644.00s,   1502.98,   49.06°,  10.30,   22.62 dB,    1880.32,  [OK   >=40.00°]
645.00s,   1506.40,   48.87°,  10.29,   22.59 dB,    1877.63,  [OK   >=40.00°]
646.00s,   1509.85,   48.67°,  10.28,   22.55 dB,    1874.91,  [OK   >=40.00°]
647.00s,   1513.34,   48.47°,  10.27,   22.52 dB,    1872.16,  [OK   >=40.00°]
648.00s,   1516.86,   48.27°,  10.25,   22.49 dB,    1869.39,  [OK   >=40.00°]
649.00s,   1520.42,   48.08°,  10.24,   22.45 dB,    1866.60,  [OK   >=40.00°]
650.00s,   1524.01,   47.88°,  10.23,   22.42 dB,    1863.79,  [OK   >=40.00°]
651.00s,   1527.65,   47.68°,  10.21,   22.38 dB,    1860.95,  [OK   >=40.00°]
652.00s,   1531.31,   47.48°,  10.20,   22.35 dB,    1858.09,  [OK   >=40.00°]
653.00s,   1535.02,   47.28°,  10.18,   22.31 dB,    1855.21,  [OK   >=40.00°]
654.00s,   1538.75,   47.08°,  10.17,   22.28 dB,    1852.31,  [OK   >=40.00°]
655.00s,   1542.52,   46.88°,  10.16,   22.24 dB,    1849.39,  [OK   >=40.00°]
656.00s,   1546.33,   46.68°,  10.14,   22.21 dB,    1846.44,  [OK   >=40.00°]
657.00s,   1550.17,   46.48°,  10.13,   22.17 dB,    1843.48,  [OK   >=40.00°]
658.00s,   1554.04,   46.28°,  10.11,   22.14 dB,    1840.49,  [OK   >=40.00°]
659.00s,   1557.95,   46.08°,  10.10,   22.10 dB,    1837.49,  [OK   >=40.00°]
660.00s,   1561.89,   45.88°,  10.08,   22.06 dB,    1834.46,  [OK   >=40.00°]
661.00s,   1565.86,   45.68°,  10.07,   22.03 dB,    1831.42,  [OK   >=40.00°]
662.00s,   1569.87,   45.48°,  10.05,   21.99 dB,    1828.36,  [OK   >=40.00°]
663.00s,   1573.91,   45.27°,  10.04,   21.95 dB,    1825.28,  [OK   >=40.00°]
664.00s,   1577.98,   45.07°,  10.02,   21.91 dB,    1822.18,  [OK   >=40.00°]
665.00s,   1582.08,   44.87°,  10.01,   21.88 dB,    1819.06,  [OK   >=40.00°]
666.00s,   1586.22,   44.67°,   9.99,   21.84 dB,    1815.92,  [OK   >=40.00°]
667.00s,   1590.38,   44.47°,   9.98,   21.80 dB,    1812.77,  [OK   >=40.00°]
668.00s,   1594.58,   44.27°,   9.96,   21.76 dB,    1809.60,  [OK   >=40.00°]
669.00s,   1598.81,   44.07°,   9.95,   21.72 dB,    1806.41,  [OK   >=40.00°]
670.00s,   1603.07,   43.87°,   9.93,   21.68 dB,    1803.20,  [OK   >=40.00°]
671.00s,   1607.36,   43.67°,   9.91,   21.64 dB,    1799.98,  [OK   >=40.00°]
672.00s,   1611.68,   43.47°,   9.90,   21.61 dB,    1796.75,  [OK   >=40.00°]
673.00s,   1616.03,   43.27°,   9.88,   21.57 dB,    1793.49,  [OK   >=40.00°]
674.00s,   1620.41,   43.07°,   9.87,   21.53 dB,    1790.23,  [OK   >=40.00°]
675.00s,   1624.82,   42.87°,   9.85,   21.49 dB,    1786.94,  [OK   >=40.00°]
676.00s,   1629.26,   42.67°,   9.83,   21.45 dB,    1783.64,  [OK   >=40.00°]
677.00s,   1633.72,   42.47°,   9.82,   21.41 dB,    1780.33,  [OK   >=40.00°]
